"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"BME","101","Intro Biomedical Engineering","2437","Biomedical Eng - Engineering","41","27","11","2","4","0","0","0","0","0","0","0","0","0","0","5","Felder, Anthony E","90"
"BME","102","Biomed Eng Freshman Seminar","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","5","0","0","0","0","53","0","1","Shokuhfar, Tolou","59"
"BME","205","Biomed Eng Thermodynamics","2437","Biomedical Eng - Engineering","10","16","3","0","1","0","0","0","0","0","0","0","0","0","0","0","Wang, Zhinan","30"
"BME","240","Modeling Data and Systems","2437","Biomedical Eng - Engineering","27","12","8","0","0","0","0","0","0","0","0","0","0","0","0","3","Avanaki, Kamran","50"
"BME","250","Clinical Problems Biomed Eng","2437","Biomedical Eng - Engineering","29","13","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Hetling, John R","46"
"BME","310","Biosystems Analysis","2437","Biomedical Eng - Engineering","6","16","3","0","0","0","0","0","0","0","0","0","0","0","0","2","Royston, Thomas J.","27"
"BME","325","Biotransport","2437","Biomedical Eng - Engineering","20","14","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Peng, Zhangli","37"
"BME","332","Bioinstrumentation I","2437","Biomedical Eng - Engineering","12","19","6","3","1","0","0","0","1","0","0","0","0","0","0","1","Papautsky, Ian","43"
"BME","333","Bioinstrumentation Lab I","2437","Biomedical Eng - Engineering","26","9","3","0","3","0","0","0","0","0","0","0","0","0","0","1","Wang, Zhinan","42"
"BME","339","Biostatistics I","2437","Biomedical Eng - Engineering","10","9","9","7","3","0","0","0","1","0","0","0","0","0","0","1","Wang, Zhinan","40"
"BME","394","Phys Prototyping for Design","2437","Biomedical Eng - Engineering","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Kotche, Miiri Ann","10"
"BME","396","Senior Design I","2437","Biomedical Eng - Engineering","32","28","3","0","0","0","0","0","1","0","0","0","0","0","0","0","Felder, Anthony E","64"
"BME","410","Medical Device Requirements","2437","Biomedical Eng - Engineering","15","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Browne, Michael Gordon","27"
"BME","421","Biomedical Imaging","2437","Biomedical Eng - Engineering","21","9","3","0","0","0","0","0","1","0","0","0","0","0","0","0","Klatt, Dieter","34"
"BME","460","Materials in Biomed Eng","2437","Biomedical Eng - Engineering","29","10","2","2","0","0","0","0","0","0","0","0","0","0","0","1","Shokuhfar, Tolou","44"
"BME","472","Models of the Nervous System","2437","Biomedical Eng - Engineering","7","9","2","0","0","0","0","0","1","0","2","0","0","0","0","1","Patton, James","22"
"BME","480","Intro to Bioinformatics","2437","Biomedical Eng - Engineering","16","13","3","2","0","0","0","0","0","0","0","0","0","0","0","2","Lin, Meishan","36"
"BME","481","Bioinformatics Laboratory","2437","Biomedical Eng - Engineering","22","5","1","1","0","0","0","0","0","0","0","0","0","0","0","2","Lin, Meishan","31"
"BME","504","Emerging Medical Tech","2437","Biomedical Eng - Engineering","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Layton, Terry N","23"
"BME","520","Elastography","2437","Biomedical Eng - Engineering","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Klatt, Dieter","13"
"BME","525","Phys & Cellular Biomech Forces","2437","Biomedical Eng - Engineering","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lee, James Chakman","33"
"BME","530","Stats & Machine Learning","2437","Biomedical Eng - Engineering","24","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Dai, Yang","35"
"BME","542","Quantitative Human Physio","2437","Biomedical Eng - Engineering","11","2","2","0","0","0","0","0","1","0","0","0","0","0","0","1","Khetani, Salman","17"
"BME","562","Biomedical Implants","2437","Biomedical Eng - Engineering","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Mathew, Mathew","13"
"BME","568","Emerging Optical Imaging Tech","2437","Biomedical Eng - Engineering","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yao, Xincheng","11"
"BME","575","Neural Engineering II","2437","Biomedical Eng - Engineering","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Esmailbeigi, Hananeh","12"
"BME","594","Math Fdns of Adv Mach Learning","2437","Biomedical Eng - Engineering","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Liao, Wei-Hsun","11"
"BME","595","Seminar Biomedical Engineering","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","2","0","0","0","0","25","0","0","Takoudis, Christos G","27"
"CHE","201","Intro to Thermodynamics","2709","Chemical Engrg","14","7","3","0","0","0","0","0","0","0","0","0","0","0","0","2","Bilgin, Betul","26"
"CHE","205","Computational Methods in ChE","2709","Chemical Engrg","4","4","7","2","0","0","0","0","0","0","0","0","0","0","0","4","Chaplin, Brian P","21"
"CHE","210","Material & Energy Balances","2709","Chemical Engrg","4","5","3","1","1","0","0","0","0","0","0","0","0","0","0","1","Wedgewood, Lewis E","15"
"CHE","301","Chem Engr Thermodynamics","2709","Chemical Engrg","5","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","Caracotsios, Michael","25"
"CHE","311","Transport Phenomena I","2709","Chemical Engrg","5","6","11","4","4","0","0","0","0","0","0","0","0","0","0","0","Torabi, Korosh","30"
"CHE","321","Chemical Reaction Engr","2709","Chemical Engrg","4","9","2","1","4","0","0","0","0","0","0","0","0","0","0","1","Torabi, Korosh","21"
"CHE","330","Polymer Science","2709","Chemical Engrg","6","7","10","2","1","0","0","0","0","0","0","0","0","0","0","1","Kostroski, Kyle Phillip","27"
"CHE","381","Chem Engr Lab I","2709","Chemical Engrg","21","26","3","2","0","0","0","0","0","0","0","0","0","0","0","0","Zdunek, Alan","52"
"CHE","396","Senior Design I","2709","Chemical Engrg","37","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Bilgin, Betul","54"
"CHE","433","Aspen Plus Process Simulation","2709","Chemical Engrg","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Caracotsios, Michael","27"
"CHE","457","Colloid &Interfacial Phenomena","2709","Chemical Engrg","8","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Sharma, Vivek","10"
"CHE","499","Professional Develpmnt Seminar","2709","Chemical Engrg","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","1","Zdunek, Alan","53"
"CHE","501","Advanced Thermodynamics","2709","Chemical Engrg","3","5","2","0","0","0","0","2","0","0","0","0","0","0","0","0","Kim, Sangil","12"
"CHE","520","Transport Phenomena","2709","Chemical Engrg","2","2","5","0","0","0","0","1","0","0","0","0","0","0","0","0","Wedgewood, Lewis E","10"
"CHE","595","Seminar In Chem Engr Research","2709","Chemical Engrg","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mehraeen, Shafigh","27"
"CME","111","The Art of Structural Form","2737","Civil, Matls & Env Engineering","6","4","3","3","0","0","0","0","8","0","0","0","0","0","0","6","Foster, Craig","30"
"CME","112","Evolution of Infrastructure","2737","Civil, Matls & Env Engineering","31","7","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Derrible, Sybil Jean Marie","42"
"CME","201","Statics","2737","Civil, Matls & Env Engineering","64","35","23","9","5","0","0","0","0","0","0","0","0","0","0","8","Karatas, Aslihan","144"
"CME","203","Strength Of Materials","2737","Civil, Matls & Env Engineering","39","28","29","9","0","0","0","0","0","0","0","0","0","0","0","6","Karpov, Eduard","111"
"CME","205","Structural Analysis I","2737","Civil, Matls & Env Engineering","12","12","8","6","3","0","0","0","0","0","0","0","0","0","0","3","Chi, Sheng-Wei","44"
"CME","211","Fluid Mechanics and Hydraulics","2737","Civil, Matls & Env Engineering","15","18","7","1","3","0","0","0","0","0","0","0","0","0","0","1","Abokifa, Ahmed","45"
"CME","260","Properties Of Materials","2737","Civil, Matls & Env Engineering","28","29","25","1","0","0","0","0","0","0","0","0","0","0","0","2","Karpov, Eduard","85"
"CME","261","Materials For Manufacturing","2737","Civil, Matls & Env Engineering","16","13","19","5","2","0","0","0","0","0","0","0","0","0","0","4","Kadkhodaei, Sara","59"
"CME","297","Civil Env Eng Drawing Design","2737","Civil, Matls & Env Engineering","39","8","2","1","0","0","0","0","2","0","0","0","0","0","0","0","Peiravian, Farideddin","52"
"CME","300","Concrete Properties&Compositn","2737","Civil, Matls & Env Engineering","15","18","7","0","0","0","0","0","0","0","0","0","0","0","0","0","Issa, Mohsen","40"
"CME","301","Behav & Dsgn Metal Struct","2737","Civil, Matls & Env Engineering","21","27","6","3","1","0","0","0","0","0","0","0","0","0","0","1","Iranmanesh, Amirhossein","59"
"CME","302","Transportation Engr","2737","Civil, Matls & Env Engineering","8","13","19","5","4","0","0","0","0","0","0","0","0","0","0","3","Lin, Jie","52"
"CME","310","Reinforc Concrete Struc Design","2737","Civil, Matls & Env Engineering","15","14","4","3","0","0","0","0","0","0","0","0","0","0","0","0","Iranmanesh, Amirhossein","36"
"CME","311","Water Resources Engineering","2737","Civil, Matls & Env Engineering","17","21","7","6","0","0","0","0","0","0","0","0","0","0","0","1","Schulenberg, Joseph W","52"
"CME","315","Soil Mechanics & Lab","2737","Civil, Matls & Env Engineering","31","16","5","4","0","0","0","0","0","0","0","0","0","0","0","0","Reddy, Krishna R","56"
"CME","322","Environmental Engineering","2737","Civil, Matls & Env Engineering","9","13","17","6","0","0","0","0","1","0","0","0","0","0","0","1","Khodadoust, Amid","47"
"CME","396","Civil Engr Systems Design","2737","Civil, Matls & Env Engineering","63","14","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Ataei, Hossein","78"
"CME","402","Highway Design","2737","Civil, Matls & Env Engineering","12","15","13","0","0","0","0","0","0","0","0","0","0","0","0","1","Peiravian, Farideddin","41"
"CME","405","Foundation Dsgn& Analysis","2737","Civil, Matls & Env Engineering","8","11","8","3","0","0","0","0","0","0","0","0","0","0","0","0","Schulenberg, Joseph W","30"
"CME","406","Bridge Design I","2737","Civil, Matls & Env Engineering","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Issa, Mohsen","11"
"CME","407","Soil And Site Improvement","2737","Civil, Matls & Env Engineering","3","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Schulenberg, Joseph W","12"
"CME","409","Structural Analysis II","2737","Civil, Matls & Env Engineering","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Ansari, Farhad","13"
"CME","413","Design of Wood Structures","2737","Civil, Matls & Env Engineering","2","3","6","10","0","0","0","0","0","0","0","0","0","0","0","0","Iranmanesh, Amirhossein","21"
"CME","425","Environ Remediation Engr","2737","Civil, Matls & Env Engineering","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reddy, Krishna R","22"
"CME","427","Engineering Hydrology","2737","Civil, Matls & Env Engineering","8","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Burke, Christopher B.","18"
"CME","434","Finite Element Analysis I","2737","Civil, Matls & Env Engineering","21","25","18","10","3","0","0","0","0","0","0","0","0","0","0","2","Foster, Craig","79"
"CME","485","Construction Engrg Management","2737","Civil, Matls & Env Engineering","14","13","12","1","2","0","0","0","0","0","0","0","0","0","0","2","Ataei, Hossein","44"
"CME","493","Seminar","2737","Civil, Matls & Env Engineering","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Iranmanesh, Amirhossein","13"
"CME","494","Active Transportation","2737","Civil, Matls & Env Engineering","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Peiravian, Farideddin","29"
"CME","494","Intro to AI for Civil Engineer","2737","Civil, Matls & Env Engineering","15","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Abokifa, Ahmed","21"
"CME","508","Urban Travel Forecasting","2737","Civil, Matls & Env Engineering","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mohammadian, Abolfazl","13"
"CME","518","Pollution Prevention","2737","Civil, Matls & Env Engineering","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Khodadoust, Amid","10"
"CME","538","Materials Nondestructive Eval","2737","Civil, Matls & Env Engineering","12","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Ozevin, Didem","16"
"CME","575","Computational Materials Scienc","2737","Civil, Matls & Env Engineering","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Chaudhuri, Santanu","10"
"CME","585","Construction Engrg Project","2737","Civil, Matls & Env Engineering","11","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","23"
"CME","587","Construction Estimating & Sch","2737","Civil, Matls & Env Engineering","18","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Karatas, Aslihan","35"
"CME","594","Behav of Reinforced Concrete","2737","Civil, Matls & Env Engineering","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sneed, Lesley H","10"
"CME","594","Systems Thinking & Policy App","2737","Civil, Matls & Env Engineering","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Spearing, Lauryn","11"
"CME","594","Value Engineering","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","Kasi, Muthiah","23"
"CS","100","Discovering Computer Science","2699","Computer Science","18","6","3","0","4","0","0","0","0","0","0","0","0","0","0","7","Bell, John T","38"
"CS","107","Intro Comp & Programming","2699","Computer Science","31","29","22","8","5","0","0","0","0","0","0","0","0","0","0","5","Bell, John T","100"
"CS","109","Prog for Engineers w/MatLab","2699","Computer Science","88","100","39","14","12","0","0","0","0","0","0","0","0","0","0","13","Theys, Mitchell D","266"
"CS","111","Program Design I","2699","Computer Science","79","46","36","17","23","0","0","0","1","0","0","0","0","0","0","11","Hayes, David P","213"
"CS","111","Program Design I","2699","Computer Science","48","46","36","10","47","0","0","0","0","0","0","0","0","0","0","16","Reckinger, Shanon Marie","203"
"CS","141","Program Design II","2699","Computer Science","38","55","34","8","13","0","0","0","2","0","0","0","0","0","0","17","Hodges, Mark Richard","167"
"CS","141","Program Design II","2699","Computer Science","64","67","30","4","13","0","0","0","0","0","0","0","0","0","0","12","Theys, Mitchell D","190"
"CS","151","Foundations of Computing","2699","Computer Science","106","81","45","16","17","0","0","0","0","0","0","0","0","0","0","15","Bello Lander, Gonzalo Alejandro","280"
"CS","151","Foundations of Computing","2699","Computer Science","39","40","28","7","11","0","0","0","0","0","0","0","0","0","0","12","Katok, Zoa","137"
"CS","211","Programming Practicum","2699","Computer Science","119","69","28","7","7","0","0","0","0","0","0","0","0","0","0","16","Kidane, Ellen G","246"
"CS","211","Programming Practicum","2699","Computer Science","90","63","30","11","12","0","0","0","0","0","0","0","0","0","0","23","Reckinger, Scott J","229"
"CS","251","Data Structures","2699","Computer Science","43","36","10","2","1","0","0","0","0","0","0","0","0","0","0","6","Dey, Drishika","98"
"CS","251","Data Structures","2699","Computer Science","101","39","14","0","2","0","0","0","0","0","0","0","0","0","0","4","Koehler, Adam Thomas","160"
"CS","251","Data Structures","2699","Computer Science","77","45","18","1","4","0","0","0","0","0","0","0","0","0","0","11","Ordentlich, Ethan","156"
"CS","261","Machine Organization","2699","Computer Science","74","85","58","13","14","0","0","0","7","0","0","0","0","0","0","16","Diaz Herrera, Diana","267"
"CS","277","Technical Comm in Comp Sci","2699","Computer Science","115","4","3","1","0","0","0","0","0","0","0","0","0","0","0","4","Cranch, Cody Ingersoll","127"
"CS","294","Special Topics in CS","2699","Computer Science","11","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Diaz Herrera, Diana","18"
"CS","294","Undergraduate TA Seminar","2699","Computer Science","57","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Cranch, Cody Ingersoll","58"
"CS","301","Languages and Automata","2699","Computer Science","27","41","25","0","2","0","0","0","0","0","0","0","0","0","0","3","Ibrahim, Omar","98"
"CS","301","Languages and Automata","2699","Computer Science","58","58","52","0","3","0","0","0","0","0","0","0","0","0","0","6","McCarty, Evan","177"
"CS","341","Programming Language Concepts","2699","Computer Science","64","64","50","28","3","0","0","0","2","0","0","0","0","0","0","8","Solworth, Jon A","219"
"CS","342","Software Design","2699","Computer Science","128","86","32","7","8","0","0","0","0","0","0","0","0","0","0","4","Hallenbeck, Mark","265"
"CS","361","Systems Programming","2699","Computer Science","71","60","52","16","13","0","0","0","0","0","0","0","0","0","0","6","Maratos, George P","218"
"CS","362","Computer Design","2699","Computer Science","118","61","23","8","7","0","0","0","4","0","0","0","0","0","0","3","Troy, Patrick A","224"
"CS","377","Ethical Issues in Computing","2699","Computer Science","88","20","5","2","0","0","0","0","0","0","2","0","0","0","0","1","Burton, Emanuelle Neuman","118"
"CS","377","Ethical Issues in Computing","2699","Computer Science","110","11","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Clayville, Kristel","123"
"CS","378","Framework-based Development","2699","Computer Science","40","20","12","6","2","0","0","0","1","0","0","0","0","0","0","2","Buy, Ugo A","83"
"CS","402","Algorithms in Practice","2699","Computer Science","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lillis, John P","10"
"CS","411","Artificial Intelligence I","2699","Computer Science","27","26","9","0","0","0","0","0","1","0","0","0","0","0","0","3","Gmytrasiewicz, Piotr","66"
"CS","411","Artificial Intelligence I","2699","Computer Science","71","13","5","4","2","0","0","0","2","0","0","0","0","0","0","3","Kash, Ian Alexander","100"
"CS","412","Intro to Machine Learning","2699","Computer Science","18","13","10","6","5","0","0","0","0","0","0","0","0","0","0","2","Rooshenas, Amirmohammad","54"
"CS","412","Intro to Machine Learning","2699","Computer Science","40","16","2","0","0","0","0","0","0","0","0","0","0","0","0","3","Zhang, Xinhua","61"
"CS","415","Computer Vision I","2699","Computer Science","60","10","3","0","0","0","0","0","0","0","0","0","0","0","0","4","Ravi, Sathya","77"
"CS","418","Introduction to Data Science","2699","Computer Science","61","23","11","0","0","0","0","0","0","0","0","0","0","0","0","3","Medya, Sourav","98"
"CS","418","Introduction to Data Science","2699","Computer Science","41","26","11","0","1","0","0","0","1","0","0","0","0","0","0","1","Ziebart, Brian D","81"
"CS","421","Language Processing","2699","Computer Science","72","10","2","3","0","0","0","0","0","0","0","0","0","0","0","2","Parde, Natalie","89"
"CS","422","User Interface Design","2699","Computer Science","14","26","19","7","0","0","0","0","0","0","0","0","0","0","0","0","Chattopadhyay, Debaleena","66"
"CS","422","User Interface Design","2699","Computer Science","24","19","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Kerne, Andrew","46"
"CS","424","Visual Analytics","2699","Computer Science","77","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Miranda, Fabio","89"
"CS","427","Creative Coding","2699","Computer Science","8","7","4","3","2","0","0","0","0","0","0","0","0","0","0","1","Johnson, Andrew E","25"
"CS","440","Software Engr I","2699","Computer Science","38","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Bell, John T","79"
"CS","441","Cloud Computing Objects","2699","Computer Science","21","6","1","2","1","0","0","0","0","0","0","0","0","0","0","18","Grechanik, Mark","49"
"CS","450","Intro to Networking","2699","Computer Science","17","12","2","0","1","0","0","0","1","0","0","0","0","0","0","1","Vamanan, Balajee","34"
"CS","461","Operating Systems","2699","Computer Science","7","7","9","3","0","0","0","0","0","0","0","0","0","0","0","5","Eriksson, Jakob L","31"
"CS","466","Computer Architecture","2949","Electrical & Computer Engr","7","8","1","6","0","0","0","0","0","0","0","0","0","0","0","1","Zhu, Zhichun","23"
"CS","468","Network Security","2699","Computer Science","17","10","5","1","0","0","0","0","2","0","0","0","0","0","0","1","Polakis, Jason","36"
"CS","474","Obj-Oriented Langs & Envs","2699","Computer Science","24","26","21","9","2","0","0","0","3","0","0","0","0","0","0","0","Buy, Ugo A","85"
"CS","476","Programming Language Dsgn","2699","Computer Science","29","12","7","2","0","0","0","0","0","0","0","0","0","0","0","0","Mansky, William Ernest","50"
"CS","479","Wearables Technology Lab","2437","Biomedical Eng - Engineering","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Esmailbeigi, Hananeh","14"
"CS","480","Database Systems","2699","Computer Science","39","28","11","8","4","0","0","0","0","0","0","0","0","0","0","0","Asudeh, Abolfazl","90"
"CS","480","Database Systems","2699","Computer Science","44","18","17","5","1","0","0","0","0","0","0","0","0","0","0","4","Kumar, Sidharth","89"
"CS","483","Big Data Mining","2699","Computer Science","17","6","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Cheng, Lu","25"
"CS","484","Secure Web App Development","2699","Computer Science","22","15","15","4","2","0","0","0","0","0","0","0","0","0","0","0","Kanich, Chris","58"
"CS","488","Intro to Cryptography","2699","Computer Science","7","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","Chakraborti, Anrin","15"
"CS","491","Seminar","2699","Computer Science","0","28","0","0","3","0","0","0","0","0","0","0","0","0","0","0","Di Eugenio, Barbara","31"
